"","site","file_id","site_id","start_date","end_date","benzene","benzene_flag","toluene","toluene_flag","etbenz","etbenz_flag","xylenes","xylenes_flag","btex","btex_flag","mpxylene","mpxylene_flag","oxylene","oxylene_flag","trichlorofluoromethane","trichlorofluoromethane_flag","hexane","hexane_flag","hexane2methyl","hexane2methyl_flag","heptane","heptane_flag","heptane3methyl","heptane3methyl_flag","octane","octane_flag","tce","tce_flag","nonane","nonane_flag","propylbenzene","propylbenzene_flag","benz1ethyl3methyl","benz1ethyl3methyl_flag","benz1ethyl4methyl","benz1ethyl4methyl_flag","decane","decane_flag","mesitylene","mesitylene_flag","benz1ethyl2methyl","benz1ethyl2methyl_flag","benz12chloro","benz12chloro_flag","undecane","undecane_flag","dodecane","dodecane_flag","butane_2_methyl","butane_2_methyl_flag","x2_pentene_z_cis","x2_pentene_z_cis_flag","x1_3_butadiene_2_methyl","x1_3_butadiene_2_methyl_flag","pentane_2_methyl","pentane_2_methyl_flag","pentane_3_methyl","pentane_3_methyl_flag","x1_hexene","x1_hexene_flag","pentane_2_4_dimethyl","pentane_2_4_dimethyl_flag","trichloromethane","trichloromethane_flag","hexane_3_methyl","hexane_3_methyl_flag","carbon_tetrachloride","carbon_tetrachloride_flag","cyclohexane_methyl","cyclohexane_methyl_flag","pentane_2_3_4_trimethyl","pentane_2_3_4_trimethyl_flag","methyl_isobutyl_ketone","methyl_isobutyl_ketone_flag","x2_hexanone","x2_hexanone_flag","benzene_1_2_3_trimethyl","benzene_1_2_3_trimethyl_flag","benzene_1_4_diethyl","benzene_1_4_diethyl_flag","site_type","lat","long","site_color","season","week","sample_length","tot_weeks"
"392","28th & Passyunk","P726642 051224",4,2024-05-01 09:50:00,2024-05-08 12:42:00,0.407,"REG",0.468,"REG",0.12,"REG",1.334,"REG",2.329,"REG",1.106,"REG",0.228,"REG",0.041,"REG",0.472,"REG",0.306,"REG",0.313,"REG",0.31,"REG",0.125,"REG",0.013,"REG",0.198,"REG",0.047,"LOD",0.099,"REG",0.055,"REG",0.213,"REG",0.186,"REG",0.044,"REG",0.014,"REG",0.237,"REG",0.127,"REG","0.20899999999999999","ULOD","1.9E-2","REG","3.0000000000000001E-3","ND","4.4400000000000004","REG","0.71","REG","8.1000000000000003E-2","REG","0.253","REG","2.5999999999999999E-2","REG","0.72599999999999998","REG","0.309","REG","1.0269999999999999","REG","0.14199999999999999","REG","0","ND","2E-3","ND","7.0000000000000007E-2","REG","5.3999999999999999E-2","REG","stationary","39.92061091"," -75.1955879","#d62727",NA,"192024",1,47
"393","24th & Ritner","P726643 051224",8,2024-05-01 09:54:00,2024-05-08 13:00:00,0.358,"REG",0.616,"REG",0.12,"REG",1.05,"REG",2.144,"REG",0.868,"REG",0.182,"REG",0.037,"REG",0.251,"REG",0.156,"REG",0.187,"REG",0.115,"REG",0.092,"REG",0.013,"REG",0.156,"REG",0.041,"LOD",0.082,"REG",0.044,"REG",0.108,"REG",0.121,"REG",0.034,"LOD",0.03,"REG",0.12,"REG",0.047,"LOD","0.20899999999999999","ULOD","1.2E-2","LOD","3.0000000000000001E-3","ND","1.7629999999999999","REG","0.27","REG","4.7E-2","REG","9.7000000000000003E-2","REG","2.5000000000000001E-2","REG","0.33300000000000002","REG","0.32200000000000001","REG","0.33800000000000002","REG","6.5000000000000002E-2","REG","0","ND","2E-3","ND","4.3999999999999997E-2","REG","2.4E-2","LOD","stationary","39.92296389"," -75.186874","#1f77b4",NA,"192024",1,46
"394","25th & Point Breeze","P726645 051224",6,2024-05-01 10:00:00,2024-05-08 13:14:00,0.279,"REG",0.637,"REG",0.11,"REG",1.004,"REG",2.03,"REG",0.832,"REG",0.172,"REG",0.037,"REG",0.179,"REG",0.149,"REG",0.162,"REG",0.092,"REG",0.068,"REG",0.017,"REG",0.109,"REG",0.029,"LOD",0.058,"REG",0.029,"REG",0.075,"REG",0.08,"REG",0.023,"LOD",0.047,"REG",0.081,"LOD",0.032,"LOD","0.13600000000000001","REG","6.0000000000000001E-3","LOD","3.0000000000000001E-3","ND","1.1870000000000001","REG","0.18","REG","2.5000000000000001E-2","REG","7.3999999999999996E-2","REG","2.5000000000000001E-2","REG","0.34399999999999997","REG","0.32200000000000001","REG","0.26600000000000001","REG","5.8999999999999997E-2","REG","1.0999999999999999E-2","REG","2E-3","ND","3.3000000000000002E-2","LOD","1.7999999999999999E-2","LOD","stationary","39.92771763"," -75.1873965","#ff7f0f",NA,"192024",1,47
"395","28th & Point Breeze","P726647 051224",5,2024-05-01 10:03:00,2024-05-08 13:10:00,0.328,"REG",0.504,"REG",0.1,"REG",0.891,"REG",1.823,"REG",0.735,"REG",0.156,"REG",0.037,"REG",0.205,"REG",0.136,"REG",0.187,"REG",0.103,"REG",0.133,"REG",0.013,"REG",0.272,"REG",0.03,"LOD",0.062,"REG",0.029,"REG",0.113,"REG",0.088,"REG",0.027,"LOD",0.025,"REG",0.133,"REG",0.053,"REG","0.158","REG","1.2E-2","LOD","3.0000000000000001E-3","ND","1.41","REG","0.22","REG","5.8000000000000003E-2","REG","8.1000000000000003E-2","REG","2.5000000000000001E-2","REG","0.309","REG","0.308","REG","0.32800000000000001","REG","7.0999999999999994E-2","REG","1.0999999999999999E-2","REG","2E-3","ND","3.6999999999999998E-2","REG","2.1000000000000001E-2","LOD","stationary","39.92624784"," -75.1923165","#9467bd",NA,"192024",1,47
"396","Morris & Point Breeze","P726657 051224",7,2024-05-01 10:13:00,2024-05-08 13:22:00,0.297,"REG",0.513,"REG",0.105,"REG",0.91,"REG",1.825,"REG",0.749,"REG",0.161,"REG",0.037,"REG",0.16,"REG",0.097,"REG",0.131,"REG",0.069,"LOD",0.052,"REG",0.035,"REG",0.077,"REG",0.03,"LOD",0.058,"REG",0.029,"REG",0.094,"REG",0.08,"REG",0.027,"LOD",0.052,"REG",0.146,"REG",0.084,"REG","0.115","REG","6.0000000000000001E-3","LOD","3.0000000000000001E-3","ND","1.002","REG","0.15","REG","2.5000000000000001E-2","REG","6.5000000000000002E-2","REG","2.5000000000000001E-2","REG","0.214","REG","0.29399999999999998","REG","0.20499999999999999","REG","4.7E-2","LOD","0","ND","2E-3","ND","3.6999999999999998E-2","REG","2.1000000000000001E-2","LOD","stationary","39.93094655"," -75.1829941","#bcbd21",NA,"192024",1,45
"397","26th & Hartranft","P726659 051224",9,2024-05-01 10:24:00,2024-05-08 13:33:00,0.388,"REG",0.492,"REG",0.134,"REG",1.197,"REG",2.211,"REG",1,"REG",0.197,"REG",0.037,"REG",0.244,"REG",0.136,"REG",0.181,"REG",0.137,"REG",0.108,"REG",0.013,"REG",0.193,"REG",0.053,"LOD",0.089,"REG",0.044,"REG",0.274,"REG",0.129,"REG",0.044,"REG",0.014,"REG",0.445,"REG",0.326,"REG","0.20899999999999999","ULOD","6.0000000000000001E-3","LOD","3.0000000000000001E-3","ND","2.0590000000000002","REG","0.35","REG","3.5999999999999997E-2","REG","0.13600000000000001","REG","2.5000000000000001E-2","REG","0.33300000000000002","REG","0.308","REG","0.48199999999999998","REG","0.189","REG","1.2999999999999999E-2","REG","2E-3","ND","5.8999999999999997E-2","REG","5.2999999999999999E-2","REG","stationary","39.91327125"," -75.1922011","#2ba02b",NA,"192024",1,44
"398","61st & Passyunk","P733847 052324",3,2024-05-08 12:37:00,2024-05-15 13:42:00,0.282,"REG",0.406,"REG",0.087,"REG",0.818,"REG",1.593,"REG",0.681,"REG",0.137,"REG",0.173,"REG",0.208,"REG",0.138,"REG",0.139,"REG",0.093,"REG",0.06,"REG",0.009,"REG",0.101,"REG",0.03,"LOD",0.059,"REG",0.03,"REG",0.051,"REG",0.073,"REG",0.02,"LOD",0.009,"LOD",0.069,"LOD",0.032,"LOD","0.14000000000000001","ULOD","1.2999999999999999E-2","LOD","3.0000000000000001E-3","ND","1.502","REG","0.58599999999999997","REG","2.5000000000000001E-2","REG","5.1999999999999998E-2","REG","2.5999999999999999E-2","REG","0.313","REG","0.36899999999999999","REG","0.34200000000000003","REG","7.8E-2","REG","8.9999999999999993E-3","REG","1.4E-2","REG","2.5999999999999999E-2","LOD","1.4999999999999999E-2","LOD","stationary","39.91820446"," -75.2085474","#8c564c",NA,"202024",1,46
"399","28th & Passyunk","P733849 052324",4,2024-05-08 12:42:00,2024-05-15 13:47:00,0.282,"REG",0.297,"REG",0.092,"REG",1.041,"REG",1.712,"REG",0.878,"REG",0.163,"REG",0.154,"REG",0.576,"REG",0.499,"REG",0.406,"REG",0.51,"REG",0.118,"REG",0.013,"REG",0.176,"REG",0.066,"REG",0.083,"REG",0.056,"REG",0.277,"REG",0.18,"REG",0.041,"REG",0.009,"LOD",0.365,"REG",0.208,"REG","0.14000000000000001","ULOD","1.9E-2","REG","3.0000000000000001E-3","ND","3.7549999999999999","ULOD","2.0219999999999998","ULOD","8.2000000000000003E-2","REG","0.16700000000000001","REG","2.5999999999999999E-2","REG","1.3340000000000001","REG","0.35499999999999998","REG","2.0750000000000002","ULOD","0.155","REG","0","ND","2E-3","ND","7.4999999999999997E-2","REG","5.0999999999999997E-2","REG","stationary","39.92061091"," -75.1955879","#d62727",NA,"202024",1,47
"400","24th & Ritner","P733851 052324",8,2024-05-08 13:00:00,2024-05-15 13:50:00,0.258,"REG",0.385,"REG",0.082,"REG",0.8,"REG",1.525,"REG",0.668,"REG",0.132,"REG",0.155,"REG",0.168,"REG",0.112,"REG",0.12,"REG",0.081,"REG",0.06,"REG",0.009,"REG",0.111,"REG",0.024,"LOD",0.048,"REG",0.026,"LOD",0.052,"REG",0.065,"REG",0.02,"LOD",0.014,"REG",0.076,"LOD",0.032,"LOD","0.13900000000000001","REG","1.2999999999999999E-2","LOD","1.9E-2","REG","1.2789999999999999","REG","0.48599999999999999","REG","3.5999999999999997E-2","REG","4.2999999999999997E-2","LOD","2.5999999999999999E-2","REG","0.26500000000000001","REG","0.36899999999999999","REG","0.27","REG","5.3999999999999999E-2","REG","0","ND","2E-3","ND","2.5999999999999999E-2","LOD","7.0000000000000001E-3","ND","stationary","39.92296389"," -75.186874","#1f77b4",NA,"202024",1,46
"401","Morris & Point Breeze","P733859 052324",7,2024-05-08 13:22:00,2024-05-15 14:07:00,0.184,"REG",0.301,"REG",0.062,"REG",0.602,"REG",1.149,"REG",0.506,"REG",0.096,"REG",0.155,"REG",0.122,"REG",0.079,"REG",0.082,"REG",0.046,"LOD",0.032,"REG",0.031,"REG",0.045,"REG",0.018,"LOD",0.038,"LOD",0.019,"LOD",0.047,"LOD",0.049,"REG",0.017,"LOD",0.031,"REG",0.102,"REG",0.064,"REG","0.127","REG","5.0000000000000001E-3","ND","1.9E-2","REG","0.86499999999999999","REG","0.33400000000000002","REG","1.4E-2","REG","0.03","LOD","2.5999999999999999E-2","REG","0.18099999999999999","REG","0.36899999999999999","REG","0.17699999999999999","REG","3.5999999999999997E-2","LOD","0","ND","2E-3","ND","2.1999999999999999E-2","LOD","1.2E-2","LOD","stationary","39.93094655"," -75.1829941","#bcbd21",NA,"202024",1,45
"402","26th & Hartranft","P733861 052324",9,2024-05-08 13:33:00,2024-05-15 14:18:00,0.789,"REG",0.423,"REG",0.072,"REG",0.729,"REG",2.013,"REG",0.612,"REG",0.117,"REG",0.15,"REG",0.162,"REG",0.145,"REG",0.126,"REG",0.105,"REG",0.048,"REG",0.009,"REG",0.069,"REG",0.03,"LOD",0.059,"REG",0.03,"REG",0.138,"REG",0.081,"REG",0.027,"LOD",0.009,"LOD",0.273,"REG",0.208,"REG","0.14000000000000001","ULOD","6.0000000000000001E-3","LOD","3.0000000000000001E-3","ND","1.5429999999999999","REG","0.64800000000000002","REG","7.0000000000000001E-3","ND","6.2E-2","REG","2.5999999999999999E-2","REG","0.33700000000000002","REG","0.36899999999999999","REG","0.46800000000000003","REG","0.12","REG","0","ND","2E-3","ND","3.4000000000000002E-2","LOD","0.03","REG","stationary","39.91327125"," -75.1922011","#2ba02b",NA,"202024",1,44
"403","61st & Passyunk","P733863 052424",3,2024-05-15 13:42:00,2024-05-22 09:52:00,0.259,"REG",0.452,"REG",0.099,"REG",0.917,"REG",1.727,"REG",0.759,"REG",0.158,"REG",0.125,"REG",0.248,"REG",0.156,"REG",0.162,"REG",0.107,"REG",0.062,"REG",0.014,"REG",0.066,"REG",0.031,"LOD",0.061,"REG",0.027,"LOD",0.073,"REG",0.075,"REG",0.025,"LOD",0.009,"LOD",0.091,"REG",0.044,"LOD","0.14399999999999999","ULOD","1.2999999999999999E-2","LOD","0.03","REG","1.76","REG","0.66600000000000004","REG","2.5999999999999999E-2","REG","5.7000000000000002E-2","REG","2.7E-2","REG","0.34699999999999998","REG","0.32100000000000001","REG","0.42699999999999999","REG","9.1999999999999998E-2","REG","0","ND","2E-3","ND","3.1E-2","LOD","1.4999999999999999E-2","LOD","stationary","39.91820446"," -75.2085474","#8c564c",NA,"212024",1,46
"404","28th & Passyunk","P733871 052424",4,2024-05-15 13:47:00,2024-05-22 09:58:00,0.227,"REG",0.651,"REG",0.084,"REG",0.884,"REG",1.846,"REG",0.737,"REG",0.147,"REG",0.111,"REG",0.356,"REG",0.365,"REG",0.228,"REG",0.227,"REG",0.092,"REG",0.014,"REG",0.114,"REG",0.031,"LOD",0.061,"REG",0.034,"REG",0.127,"REG",0.101,"REG",0.028,"LOD",0.009,"LOD",0.179,"REG",0.093,"REG","0.14399999999999999","ULOD","0.02","REG","0.02","REG","3.306","REG","1.3220000000000001","REG","6.0999999999999999E-2","REG","0.13500000000000001","REG","2.7E-2","REG","0.76800000000000002","REG","0.307","REG","1.1220000000000001","REG","0.13500000000000001","REG","8.9999999999999993E-3","REG","2E-3","ND","4.2000000000000003E-2","REG","2.8000000000000001E-2","LOD","stationary","39.92061091"," -75.1955879","#d62727",NA,"212024",1,47
"405","24th & Ritner","P733873 052424",8,2024-05-15 13:50:00,2024-05-22 10:03:00,0.265,"REG",0.452,"REG",0.099,"REG",0.946,"REG",1.762,"REG",0.788,"REG",0.158,"REG",0.106,"REG",0.234,"REG",0.142,"REG",0.156,"REG",0.096,"REG",0.054,"REG",0.014,"REG",0.071,"REG",0.025,"LOD",0.057,"REG",0.031,"REG",0.063,"REG",0.075,"REG",0.024,"LOD",0.02,"REG",0.091,"REG",0.033,"LOD","0.14399999999999999","ULOD","1.2999999999999999E-2","LOD","0.03","REG","1.7010000000000001","REG","0.61399999999999999","REG","3.6999999999999998E-2","REG","5.3999999999999999E-2","REG","2.7E-2","REG","0.33400000000000002","REG","0.32100000000000001","REG","0.36299999999999999","REG","0.08","REG","1.7000000000000001E-2","REG","2E-3","ND","2.7E-2","LOD","1.4999999999999999E-2","LOD","stationary","39.92296389"," -75.186874","#1f77b4",NA,"212024",1,46
"406","25th & Point Breeze","P733876 052424",6,2024-05-15 13:54:00,2024-05-22 11:16:00,0.2,"REG",0.44,"REG",0.089,"REG",0.852,"REG",1.581,"REG",0.711,"REG",0.141,"REG",0.1,"REG",0.199,"REG",0.141,"REG",0.135,"REG",0.095,"REG",0.037,"REG",0.013,"REG",0.036,"REG",0.024,"LOD",0.05,"REG",0.027,"LOD",0.048,"LOD",0.066,"REG",0.021,"LOD",0.02,"REG",0.064,"LOD",0.027,"LOD","0.14299999999999999","ULOD","1.2999999999999999E-2","LOD","0.04","REG","1.44","REG","0.55800000000000005","REG","2.5000000000000001E-2","REG","5.3999999999999999E-2","REG","2.5999999999999999E-2","REG","0.32","REG","0.31900000000000001","REG","0.33900000000000002","REG","7.9000000000000001E-2","REG","0","ND","2E-3","ND","2.7E-2","LOD","1.2E-2","LOD","stationary","39.92771763"," -75.1873965","#ff7f0f",NA,"212024",1,47
"407","28th & Point Breeze","P733877 052424",5,2024-05-15 13:58:00,2024-05-22 10:12:00,0.208,"REG",0.409,"REG",0.094,"REG",0.884,"REG",1.595,"REG",0.737,"REG",0.147,"REG",0.111,"REG",0.234,"REG",0.149,"REG",0.149,"REG",0.119,"REG",0.045,"REG",0.014,"REG",0.051,"REG",0.031,"LOD",0.057,"REG",0.034,"REG",0.093,"REG",0.075,"REG",0.024,"LOD",0.015,"REG",0.152,"REG",0.104,"REG","0.14399999999999999","ULOD","5.0000000000000001E-3","ND","2.3E-2","REG","1.798","REG","0.66600000000000004","REG","2.5999999999999999E-2","REG","6.4000000000000001E-2","REG","2.7E-2","REG","0.34699999999999998","REG","0.32100000000000001","REG","0.44900000000000001","REG","0.123","REG","1.0999999999999999E-2","REG","2E-3","ND","3.1E-2","LOD","1.9E-2","LOD","stationary","39.92624784"," -75.1923165","#9467bd",NA,"212024",1,47
"408","Morris & Point Breeze","P733879 052424",7,2024-05-15 14:07:00,2024-05-22 10:23:00,0.252,"REG",0.448,"REG",0.14,"REG",1.258,"REG",2.098,"REG",1.063,"REG",0.195,"REG",0.111,"REG",0.2,"REG",0.122,"REG",0.149,"REG",0.084,"REG",0.079,"REG",0.018,"REG",0.129,"REG",0.031,"LOD",0.057,"REG",0.031,"REG",0.083,"REG",0.075,"REG",0.024,"LOD",0.043,"REG",0.166,"REG",0.099,"REG","0.14399999999999999","ULOD","1.2999999999999999E-2","LOD","2.7E-2","REG","1.411","REG","0.52","REG","4.9000000000000002E-2","REG","5.0999999999999997E-2","REG","2.7E-2","REG","0.28499999999999998","REG","0.32100000000000001","REG","0.31","REG","7.3999999999999996E-2","REG","0","ND","2E-3","ND","3.1E-2","LOD","1.9E-2","LOD","stationary","39.93094655"," -75.1829941","#bcbd21",NA,"212024",1,45
"409","26th & Hartranft","P733886 052424",9,2024-05-15 14:18:00,2024-05-22 10:32:00,0.373,"REG",0.409,"REG",0.094,"REG",0.872,"REG",1.748,"REG",0.73,"REG",0.142,"REG",0.111,"REG",0.221,"REG",0.142,"REG",0.149,"REG",0.119,"REG",0.054,"REG",0.014,"REG",0.071,"REG",0.037,"LOD",0.068,"REG",0.034,"REG",0.162,"REG",0.092,"REG",0.031,"LOD",0.009,"LOD",0.321,"REG",0.252,"REG","0.14399999999999999","ULOD","1.2999999999999999E-2","LOD","2.3E-2","REG","1.7010000000000001","REG","0.65600000000000003","REG","4.9000000000000002E-2","REG","6.0999999999999999E-2","REG","2.7E-2","REG","0.34699999999999998","REG","0.32100000000000001","REG","0.52300000000000002","REG","9.8000000000000004E-2","REG","8.9999999999999993E-3","REG","2E-3","ND","3.9E-2","REG","3.4000000000000002E-2","REG","stationary","39.91327125"," -75.1922011","#2ba02b",NA,"212024",1,44
"410","Bartram’s Garden","P726664 052324",1,2024-05-08 12:10:00,2024-05-15 13:25:00,0.226,"REG",0.246,"REG",0.052,"REG",0.479,"REG",1.003,"REG",0.399,"REG",0.08,"REG",0.178,"REG",0.116,"REG",0.079,"REG",0.081,"REG",0.058,"LOD",0.032,"REG",0.013,"REG",0.045,"REG",0.018,"LOD",0.031,"LOD",0.019,"LOD",0.032,"LOD",0.04,"REG",0.014,"LOD",0.02,"REG",0.049,"LOD",0.021,"LOD","0.13","REG","5.0000000000000001E-3","ND","2.5999999999999999E-2","REG","0.9","REG","0.35299999999999998","REG","7.0000000000000001E-3","ND","2.9000000000000001E-2","LOD","2.5999999999999999E-2","REG","0.18","REG","0.39700000000000002","REG","0.19700000000000001","REG","4.2000000000000003E-2","LOD","0","ND","2E-3","ND","1.4999999999999999E-2","LOD","7.0000000000000001E-3","ND","stationary","39.92896"," -75.212541","#e377c3",NA,"202024",1,47
"411","Essington & Mingo","P726665 052324",2,2024-05-08 12:25:00,2024-05-15 13:36:00,0.522,"REG",0.393,"REG",0.062,"REG",0.596,"REG",1.573,"REG",0.505,"REG",0.091,"REG",0.164,"REG",0.122,"REG",0.099,"REG",0.088,"REG",0.058,"LOD",0.019,"REG",0.018,"REG",0.003,"REG",0.018,"LOD",0.028,"LOD",0.015,"LOD",0.023,"LOD",0.04,"REG",0.01,"LOD",0.003,"LOD",0.036,"LOD",0.016,"LOD","0.14000000000000001","ULOD","6.0000000000000001E-3","LOD","1.6E-2","REG","1.032","REG","0.38400000000000001","REG","1.4E-2","REG","0.03","LOD","2.5999999999999999E-2","REG","0.22800000000000001","REG","0.36899999999999999","REG","0.187","REG","3.5999999999999997E-2","LOD","0","ND","2E-3","ND","1.4999999999999999E-2","LOD","7.0000000000000001E-3","ND","stationary","39.90131732"," -75.2250262","#7f7f7f",NA,"202024",1,44
"412","Bartram’s Garden","P733841 052424",1,2024-05-15 13:25:00,2024-05-22 09:33:00,0.195,"REG",0.344,"REG",0.074,"REG",0.693,"REG",1.306,"REG",0.578,"REG",0.115,"REG",0.135,"REG",0.187,"REG",0.115,"REG",0.117,"REG",0.084,"REG",0.033,"REG",0.014,"REG",0.022,"REG",0.025,"LOD",0.05,"REG",0.027,"LOD",0.048,"LOD",0.058,"REG",0.021,"LOD",0.02,"REG",0.058,"LOD",0.015,"ND","0.14399999999999999","ULOD","5.0000000000000001E-3","ND","3.0000000000000001E-3","ND","1.3149999999999999","REG","0.48899999999999999","REG","2.5999999999999999E-2","REG","4.3999999999999997E-2","LOD","2.7E-2","REG","0.248","REG","0.33600000000000002","REG","0.29899999999999999","REG","6.2E-2","REG","8.9999999999999993E-3","REG","2E-3","ND","8.9999999999999993E-3","ND","8.9999999999999993E-3","LOD","stationary","39.92896"," -75.212541","#e377c3",NA,"212024",1,47
"413","Essington & Mingo","P733843 052424",2,2024-05-15 13:36:00,2024-05-22 09:46:00,0.246,"REG",0.435,"REG",0.089,"REG",0.859,"REG",1.629,"REG",0.723,"REG",0.136,"REG",0.13,"REG",0.2,"REG",0.129,"REG",0.149,"REG",0.084,"REG",0.071,"REG",0.018,"REG",0.114,"REG",0.025,"LOD",0.046,"REG",0.023,"LOD",0.053,"REG",0.05,"REG",0.021,"LOD",0.043,"REG",0.071,"LOD",0.033,"LOD","0.14399999999999999","ULOD","1.2999999999999999E-2","LOD","0.03","REG","1.431","REG","0.53100000000000003","REG","3.6999999999999998E-2","REG","4.7E-2","REG","2.7E-2","REG","0.29699999999999999","REG","0.35099999999999998","REG","0.31","REG","6.2E-2","REG","0","ND","2E-3","ND","2.3E-2","LOD","1.2E-2","LOD","stationary","39.90131732"," -75.2250262","#7f7f7f",NA,"212024",1,44
"414","28th & Point Breeze","P733854 052324",5,2024-05-08 13:10:00,2024-05-15 13:58:00,0.202,"REG",0.352,"REG",0.082,"REG",0.748,"REG",1.384,"REG",0.626,"REG",0.122,"REG",0.155,"REG",0.169,"REG",0.125,"REG",0.126,"REG",0.093,"REG",0.052,"REG",0.013,"REG",0.073,"REG",0.024,"LOD",0.049,"REG",0.026,"LOD",0.056,"REG",0.065,"REG",0.02,"LOD",0.025,"REG",0.095,"REG",0.043,"LOD","0.14000000000000001","ULOD","5.0000000000000001E-3","ND","1.6E-2","REG","1.298","REG","0.496","REG","2.5000000000000001E-2","REG","4.5999999999999999E-2","REG","2.5999999999999999E-2","REG","0.27700000000000002","REG","0.36899999999999999","REG","0.34300000000000003","REG","7.1999999999999995E-2","REG","0","ND","2E-3","ND","2.5999999999999999E-2","LOD","1.4999999999999999E-2","LOD","stationary","39.92624784"," -75.1923165","#9467bd",NA,"202024",1,47
"415","25th & Point Breeze","P733856 052324",6,2024-05-08 13:14:00,2024-05-15 13:54:00,0.166,"REG",0.356,"REG",0.072,"REG",0.689,"REG",1.283,"REG",0.577,"REG",0.112,"REG",0.155,"REG",0.123,"REG",0.105,"REG",0.094,"REG",0.058,"LOD",0.028,"REG",0.013,"REG",0.031,"REG",0.018,"LOD",0.038,"LOD",0.022,"LOD",0.032,"LOD",0.049,"REG",0.017,"LOD",0.02,"REG",0.043,"LOD",0.016,"LOD","0.12","REG","5.0000000000000001E-3","ND","2.3E-2","REG","0.92200000000000004","REG","0.33400000000000002","REG","1.4E-2","REG","3.5999999999999997E-2","LOD","2.5999999999999999E-2","REG","0.24099999999999999","REG","0.35499999999999998","REG","0.218","REG","4.8000000000000001E-2","LOD","0","ND","2E-3","ND","1.9E-2","LOD","8.9999999999999993E-3","LOD","stationary","39.92771763"," -75.1873965","#ff7f0f",NA,"202024",1,47
"416","Bartram’s Garden","P733888 060624",1,2024-05-22 09:32:00,2024-05-29 13:01:00,0.184,"REG",0.304,"REG",0.048,"REG",0.405,"REG",0.941,"REG",0.334,"REG",0.071,"REG",0.051,"REG",0.104,"REG",0.065,"REG",0.092,"REG",0.046,"LOD",0.038,"REG",0.013,"REG",0.047,"REG",0.012,"LOD",0.027,"LOD",0.014,"LOD",0.042,"LOD",0.031,"REG",0.01,"LOD",0.034,"REG",0.069,"LOD",0.032,"LOD","6.4000000000000001E-2","REG","6.0000000000000001E-3","LOD","6.4000000000000001E-2","REG","0.629","REG","0.22900000000000001","REG","6.9000000000000006E-2","REG","3.5999999999999997E-2","LOD","2.5000000000000001E-2","REG","0.14199999999999999","REG","0.16800000000000001","REG","0.17399999999999999","REG","2.4E-2","LOD","0","ND","2E-3","ND","8.9999999999999993E-3","ND","7.0000000000000001E-3","ND","stationary","39.92896"," -75.212541","#e377c3",NA,"222024",1,47
"417","Essington & Mingo","P733889 060624",2,2024-05-22 09:46:00,2024-05-29 13:17:00,0.209,"REG",0.444,"REG",0.067,"REG",0.595,"REG",1.315,"REG",0.493,"REG",0.102,"REG",0.056,"REG",0.124,"REG",0.084,"REG",0.117,"REG",0.057,"LOD",0.054,"REG",0.013,"REG",0.074,"REG",0.018,"LOD",0.031,"LOD",0.014,"LOD",0.033,"LOD",0.031,"REG",0.013,"LOD",0.012,"LOD",0.049,"LOD",0.026,"LOD","8.1000000000000003E-2","REG","1.2E-2","LOD","2.5000000000000001E-2","REG","0.83299999999999996","REG","0.309","REG","0.08","REG","4.4999999999999998E-2","REG","2.5000000000000001E-2","REG","0.19","REG","0.16800000000000001","REG","0.17399999999999999","REG","2.4E-2","LOD","0","ND","2E-3","ND","1.7999999999999999E-2","LOD","7.0000000000000001E-3","ND","stationary","39.90131732"," -75.2250262","#7f7f7f",NA,"222024",1,44
"418","61st & Passyunk","P733890 060724",3,2024-05-22 09:52:00,2024-05-29 13:24:00,0.251,"REG",0.498,"REG",0.096,"REG",0.88,"REG",1.725,"REG",0.722,"REG",0.158,"REG",0.046,"REG",0.208,"REG",0.143,"REG",0.155,"REG",0.114,"REG",0.054,"REG",0.022,"REG",0.056,"REG",0.029,"LOD",0.058,"REG",0.025,"LOD",0.057,"REG",0.072,"REG",0.023,"LOD",0.023,"REG",0.062,"LOD",0.026,"LOD","0.13","REG","6.0000000000000001E-3","LOD","2.5000000000000001E-2","REG","1.333","REG","0.498","REG","3.5999999999999997E-2","REG","7.8E-2","REG","1.6E-2","REG","0.308","REG","0.154","REG","0.378","REG","5.8999999999999997E-2","REG","1.0999999999999999E-2","REG","2E-3","ND","2.9000000000000001E-2","LOD","1.7999999999999999E-2","LOD","stationary","39.91820446"," -75.2085474","#8c564c",NA,"222024",1,46
"419","28th & Passyunk","P733891 060624",4,2024-05-22 09:58:00,2024-05-29 13:35:00,0.227,"REG",0.312,"REG",0.067,"REG",0.795,"REG",1.401,"REG",0.653,"REG",0.142,"REG",0.051,"REG",0.344,"REG",0.337,"REG",0.248,"REG",0.343,"REG",0.091,"REG",0.013,"REG",0.134,"REG",0.035,"LOD",0.068,"REG",0.04,"REG",0.185,"REG",0.161,"REG",0.033,"LOD",0.012,"LOD",0.256,"REG",0.142,"REG","0.20799999999999999","ULOD","6.0000000000000001E-3","LOD","2.1999999999999999E-2","REG","3.4220000000000002","REG","1.3939999999999999","REG","0.08","REG","0.21","REG","2.5000000000000001E-2","REG","0.78200000000000003","REG","0.154","REG","1.298","REG","0.14699999999999999","REG","0","ND","2E-3","ND","5.5E-2","REG","4.1000000000000002E-2","REG","stationary","39.92061091"," -75.1955879","#d62727",NA,"222024",1,47
